A_given,A_calc,A_diff,H_given,H_calc,H_diff,Result
0.585,0.568,-0.017,0.442,0.432,-0.01,0
0.65,0.614,-0.036,0.376,0.386,0.01,0
0.661,0.679,0.018,0.364,0.321,-0.043,1
0.524,0.511,-0.013,0.5,0.489,-0.011,0
0.444,0.439,-0.005,0.583,0.561,-0.022,0
0.493,0.451,-0.042,0.531,0.549,0.018,0
0.554,0.535,-0.019,0.467,0.465,-0.002,0
0.672,0.616,-0.056,0.357,0.384,0.027,0
0.661,0.688,0.027,0.364,0.312,-0.052,0
0.706,0.661,-0.045,0.323,0.339,0.016,1
0.667,0.649,-0.018,0.364,0.351,-0.013,0
0.559,0.534,-0.025,0.472,0.466,-0.006,0
0.634,0.597,-0.037,0.395,0.403,0.008,0
0.502,0.486,-0.016,0.522,0.514,-0.008,1
0.444,0.443,-0.001,0.583,0.557,-0.026,1
0.563,0.547,-0.016,0.467,0.453,-0.014,1
0.718,0.71,-0.008,0.308,0.29,-0.018,0
0.615,0.623,0.008,0.417,0.377,-0.04,0
0.583,0.475,-0.108,0.444,0.525,0.081,1
0.472,0.472,0,0.55,0.528,-0.022,1
0.643,0.615,-0.028,0.385,0.385,0,0
0.718,0.713,-0.005,0.308,0.287,-0.021,1
0.427,0.396,-0.031,0.598,0.604,0.006,0
0.6,0.585,-0.015,0.426,0.415,-0.011,1
0.512,0.496,-0.016,0.512,0.504,-0.008,1
0.63,0.613,-0.017,0.4,0.387,-0.013,1
0.5,0.521,0.021,0.524,0.479,-0.045,0
0.51,0.466,-0.044,0.515,0.534,0.019,1
0.612,0.601,-0.011,0.412,0.399,-0.013,0
0.677,0.799,0.122,0.351,0.201,-0.15,0
0.55,0.583,0.033,0.472,0.417,-0.055,1
0.554,0.448,-0.106,0.467,0.552,0.085,0
0.571,0.537,-0.034,0.459,0.463,0.004,1
0.722,0.666,-0.056,0.303,0.334,0.031,0
0.483,0.443,-0.04,0.539,0.557,0.018,1
0.677,0.59,-0.087,0.351,0.41,0.059,1
0.522,0.516,-0.006,0.502,0.484,-0.018,0
0.632,0.615,-0.017,0.397,0.385,-0.012,0
0.467,0.453,-0.014,0.554,0.547,-0.007,0
0.706,0.696,-0.01,0.323,0.304,-0.019,0
0.556,0.532,-0.024,0.476,0.468,-0.008,1
0.585,0.562,-0.023,0.442,0.438,-0.004,0
0.606,0.586,-0.02,0.418,0.414,-0.004,0
0.583,0.582,-0.001,0.444,0.418,-0.026,0
0.554,0.551,-0.003,0.467,0.449,-0.018,0
0.645,0.633,-0.012,0.382,0.367,-0.015,1
0.435,0.405,-0.03,0.592,0.595,0.003,1
0.63,0.638,0.008,0.4,0.362,-0.038,1
0.677,0.696,0.019,0.351,0.304,-0.047,0
0.608,0.572,-0.036,0.417,0.428,0.011,0
0.63,0.611,-0.019,0.4,0.389,-0.011,1
0.63,0.634,0.004,0.4,0.366,-0.034,0
0.502,0.509,0.007,0.522,0.491,-0.031,0
0.706,0.699,-0.007,0.323,0.301,-0.022,0
0.505,0.496,-0.009,0.519,0.504,-0.015,0
0.639,0.665,0.026,0.389,0.335,-0.054,1
0.524,0.489,-0.035,0.5,0.511,0.011,1
0.612,0.626,0.014,0.412,0.374,-0.038,0
0.706,0.67,-0.036,0.323,0.33,0.007,0
0.531,0.525,-0.006,0.493,0.475,-0.018,1
0.583,0.585,0.002,0.444,0.415,-0.029,1
0.483,0.5,0.017,0.539,0.5,-0.039,1
0.42,0.418,-0.002,0.605,0.582,-0.023,0
0.643,0.667,0.024,0.385,0.333,-0.052,0
0.595,0.598,0.003,0.431,0.402,-0.029,1
0.474,0.477,0.003,0.548,0.523,-0.025,1
0.357,0.373,0.016,0.672,0.627,-0.045,1
0.55,0.576,0.026,0.472,0.424,-0.048,0
0.563,0.535,-0.028,0.467,0.465,-0.002,1
0.5,0.5,0,0.524,0.5,-0.024,1
0.507,0.51,0.003,0.517,0.49,-0.027,0
0.561,0.552,-0.009,0.469,0.448,-0.021,1
0.643,0.61,-0.033,0.385,0.39,0.005,0
0.463,0.53,0.067,0.567,0.47,-0.097,1
0.672,0.686,0.014,0.357,0.314,-0.043,0
0.683,0.646,-0.037,0.345,0.354,0.009,0
0.37,0.401,0.031,0.655,0.599,-0.056,1
0.528,0.52,-0.008,0.495,0.48,-0.015,0
0.656,0.64,-0.016,0.369,0.36,-0.009,0
0.457,0.483,0.026,0.573,0.517,-0.056,0
0.41,0.379,-0.031,0.614,0.621,0.007,1
0.535,0.531,-0.004,0.488,0.469,-0.019,1
0.507,0.505,-0.002,0.517,0.495,-0.022,1
0.478,0.391,-0.087,0.543,0.609,0.066,1
0.531,0.486,-0.045,0.493,0.514,0.021,1
0.636,0.605,-0.031,0.392,0.395,0.003,0
0.561,0.558,-0.003,0.469,0.442,-0.027,0
0.507,0.577,0.07,0.517,0.423,-0.094,0
0.476,0.492,0.016,0.556,0.508,-0.048,1
0.655,0.666,0.011,0.37,0.334,-0.036,0
0.639,0.645,0.006,0.389,0.355,-0.034,1
0.415,0.389,-0.026,0.617,0.611,-0.006,0
0.587,0.581,-0.006,0.441,0.419,-0.022,1
0.364,0.354,-0.01,0.661,0.646,-0.015,1
0.512,0.501,-0.011,0.512,0.499,-0.013,0
0.77,0.744,-0.026,0.256,0.256,0,0
0.545,0.537,-0.008,0.476,0.463,-0.013,0
0.4,0.387,-0.013,0.63,0.613,-0.017,1
0.493,0.446,-0.047,0.531,0.554,0.023,1
0.73,0.726,-0.004,0.299,0.274,-0.025,1
0.531,0.542,0.011,0.493,0.458,-0.035,1
0.715,0.699,-0.016,0.312,0.301,-0.011,0
0.571,0.564,-0.007,0.459,0.436,-0.023,1
0.672,0.632,-0.04,0.357,0.368,0.011,0
0.517,0.512,-0.005,0.507,0.488,-0.019,1
0.512,0.483,-0.029,0.512,0.517,0.005,1
0.733,0.697,-0.036,0.294,0.303,0.009,0
0.415,0.412,-0.003,0.617,0.588,-0.029,0
0.38,0.347,-0.033,0.647,0.653,0.006,0
0.444,0.45,0.006,0.583,0.55,-0.033,1
0.49,0.501,0.011,0.533,0.499,-0.034,0
0.636,0.628,-0.008,0.392,0.372,-0.02,0
0.554,0.518,-0.036,0.467,0.482,0.015,0
0.543,0.422,-0.121,0.478,0.578,0.1,0
0.661,0.634,-0.027,0.364,0.366,0.002,0
0.548,0.504,-0.044,0.474,0.496,0.022,0
0.498,0.471,-0.027,0.526,0.529,0.003,0
0.688,0.69,0.002,0.339,0.31,-0.029,1
0.394,0.33,-0.064,0.635,0.67,0.035,1
0.398,0.373,-0.025,0.631,0.627,-0.004,0
0.474,0.443,-0.031,0.558,0.557,-0.001,1
0.457,0.375,-0.082,0.573,0.625,0.052,0
0.667,0.679,0.012,0.364,0.321,-0.043,0
0.417,0.394,-0.023,0.608,0.606,-0.002,0
0.512,0.474,-0.038,0.512,0.526,0.014,1
0.442,0.436,-0.006,0.585,0.564,-0.021,1
0.49,0.469,-0.021,0.533,0.531,-0.002,1
0.595,0.548,-0.047,0.431,0.452,0.021,0
0.474,0.366,-0.108,0.548,0.634,0.086,1
0.588,0.581,-0.007,0.439,0.419,-0.02,0
0.429,0.412,-0.017,0.597,0.588,-0.009,1
0.667,0.83,0.163,0.364,0.17,-0.194,0
0.6,0.596,-0.004,0.426,0.404,-0.022,1
0.548,0.544,-0.004,0.474,0.456,-0.018,1
0.469,0.423,-0.046,0.552,0.577,0.025,0
0.291,0.369,0.078,0.736,0.631,-0.105,1
0.442,0.429,-0.013,0.585,0.571,-0.014,0
0.444,0.438,-0.006,0.583,0.562,-0.021,1
0.444,0.381,-0.063,0.583,0.619,0.036,1
0.526,0.51,-0.016,0.498,0.49,-0.008,0
0.585,0.561,-0.024,0.442,0.439,-0.003,1
0.444,0.438,-0.006,0.583,0.562,-0.021,1
0.537,0.585,0.048,0.485,0.415,-0.07,1
0.647,0.606,-0.041,0.38,0.394,0.014,0
0.661,0.658,-0.003,0.364,0.342,-0.022,0
0.531,0.517,-0.014,0.493,0.483,-0.01,1
0.701,0.682,-0.019,0.328,0.318,-0.01,0
0.427,0.388,-0.039,0.598,0.612,0.014,1
0.478,0.48,0.002,0.543,0.52,-0.023,1
0.395,0.407,0.012,0.634,0.593,-0.041,0
0.606,0.606,0,0.418,0.394,-0.024,1
0.465,0.462,-0.003,0.565,0.538,-0.027,1
0.41,0.391,-0.019,0.614,0.609,-0.005,0
0.539,0.55,0.011,0.483,0.45,-0.033,0
0.614,0.616,0.002,0.41,0.384,-0.026,0
0.618,0.597,-0.021,0.413,0.403,-0.01,0
0.533,0.53,-0.003,0.49,0.47,-0.02,0
0.5,0.51,0.01,0.524,0.49,-0.034,1
0.647,0.655,0.008,0.38,0.345,-0.035,0
0.639,0.618,-0.021,0.389,0.382,-0.007,0
0.461,0.443,-0.018,0.569,0.557,-0.012,0
0.64,0.623,-0.017,0.388,0.377,-0.011,1
0.461,0.458,-0.003,0.569,0.542,-0.027,1
0.505,0.481,-0.024,0.519,0.519,0,0
0.541,0.507,-0.034,0.481,0.493,0.012,0
0.299,0.358,0.059,0.73,0.642,-0.088,1
0.418,0.403,-0.015,0.606,0.597,-0.009,1
0.395,0.37,-0.025,0.634,0.63,-0.004,1
0.485,0.472,-0.013,0.537,0.528,-0.009,0
0.585,0.584,-0.001,0.442,0.416,-0.026,1
0.615,0.637,0.022,0.417,0.363,-0.054,0
0.485,0.503,0.018,0.537,0.497,-0.04,0
0.615,0.557,-0.058,0.417,0.443,0.026,1
0.543,0.517,-0.026,0.478,0.483,0.005,1
0.303,0.304,0.001,0.722,0.696,-0.026,1
0.495,0.476,-0.019,0.528,0.524,-0.004,0
0.592,0.564,-0.028,0.435,0.436,0.001,0
0.552,0.552,0,0.469,0.448,-0.021,1
0.505,0.523,0.018,0.519,0.477,-0.042,1
0.427,0.44,0.013,0.598,0.56,-0.038,0
0.606,0.613,0.007,0.418,0.387,-0.031,1
0.474,0.494,0.02,0.548,0.506,-0.042,0
0.614,0.64,0.026,0.41,0.36,-0.05,0
0.488,0.452,-0.036,0.535,0.548,0.013,0
0.51,0.276,-0.234,0.515,0.724,0.209,1
0.614,0.647,0.033,0.41,0.353,-0.057,0
0.498,0.455,-0.043,0.526,0.545,0.019,0
0.303,0.356,0.053,0.722,0.644,-0.078,1
0.505,0.475,-0.03,0.519,0.525,0.006,0
0.563,0.534,-0.029,0.467,0.466,-0.001,0
0.583,0.57,-0.013,0.444,0.43,-0.014,0
0.474,0.493,0.019,0.548,0.507,-0.041,0
0.512,0.518,0.006,0.512,0.482,-0.03,1
0.615,0.608,-0.007,0.417,0.392,-0.025,1
0.463,0.465,0.002,0.567,0.535,-0.032,0
0.512,0.539,0.027,0.512,0.461,-0.051,1
0.567,0.572,0.005,0.463,0.428,-0.035,1
0.614,0.609,-0.005,0.41,0.391,-0.019,1
0.667,0.577,-0.09,0.364,0.423,0.059,0
0.351,0.364,0.013,0.677,0.636,-0.041,1
0.512,0.512,0,0.512,0.488,-0.024,1
0.63,0.616,-0.014,0.4,0.384,-0.016,1
0.476,0.485,0.009,0.545,0.515,-0.03,1
0.644,0.657,0.013,0.383,0.343,-0.04,1
0.526,0.452,-0.074,0.498,0.548,0.05,1
0.444,0.476,0.032,0.583,0.524,-0.059,1
0.476,0.474,-0.002,0.545,0.526,-0.019,0
0.734,0.713,-0.021,0.293,0.287,-0.006,1
0.602,0.607,0.005,0.424,0.393,-0.031,0
0.417,0.388,-0.029,0.608,0.612,0.004,0
0.677,0.659,-0.018,0.351,0.341,-0.01,0
0.535,0.553,0.018,0.488,0.447,-0.041,1
0.668,0.696,0.028,0.362,0.304,-0.058,0
0.642,0.627,-0.015,0.386,0.373,-0.013,0
0.621,0.593,-0.028,0.41,0.407,-0.003,0
0.474,0.476,0.002,0.558,0.524,-0.034,1
0.573,0.596,0.023,0.457,0.404,-0.053,0
0.429,0.355,-0.074,0.597,0.645,0.048,1
0.688,0.661,-0.027,0.339,0.339,0,0
0.512,0.505,-0.007,0.512,0.495,-0.017,0
0.706,0.699,-0.007,0.323,0.301,-0.022,0
0.615,0.605,-0.01,0.417,0.395,-0.022,1
0.672,0.716,0.044,0.357,0.284,-0.073,0
0.42,0.385,-0.035,0.605,0.615,0.01,1
0.606,0.555,-0.051,0.418,0.445,0.027,0
0.605,0.626,0.021,0.42,0.374,-0.046,1
0.683,0.662,-0.021,0.345,0.338,-0.007,0
0.636,0.621,-0.015,0.392,0.379,-0.013,1
0.571,0.584,0.013,0.459,0.416,-0.043,0
0.415,0.408,-0.007,0.617,0.592,-0.025,1
0.677,0.682,0.005,0.351,0.318,-0.033,0
0.539,0.474,-0.065,0.483,0.526,0.043,1
0.502,0.508,0.006,0.522,0.492,-0.03,1
0.558,0.519,-0.039,0.474,0.481,0.007,1
0.545,0.548,0.003,0.476,0.452,-0.024,0
0.672,0.662,-0.01,0.357,0.338,-0.019,0
0.609,0.628,0.019,0.415,0.372,-0.043,0
0.677,0.646,-0.031,0.351,0.354,0.003,1
0.661,0.661,0,0.364,0.339,-0.025,0
0.592,0.565,-0.027,0.435,0.435,0,0
0.431,0.408,-0.023,0.595,0.592,-0.003,0
0.683,0.66,-0.023,0.345,0.34,-0.005,1
0.567,0.539,-0.028,0.463,0.461,-0.002,1
0.6,0.582,-0.018,0.426,0.418,-0.008,1
0.6,0.579,-0.021,0.426,0.421,-0.005,1
0.442,0.448,0.006,0.585,0.552,-0.033,1
0.759,0.712,-0.047,0.267,0.288,0.021,0
0.481,0.467,-0.014,0.541,0.533,-0.008,0
0.403,0.385,-0.018,0.627,0.615,-0.012,0
0.474,0.439,-0.035,0.548,0.561,0.013,1
0.632,0.533,-0.099,0.397,0.467,0.07,0
0.587,0.566,-0.021,0.441,0.434,-0.007,1
0.6,0.606,0.006,0.426,0.394,-0.032,1
0.539,0.53,-0.009,0.483,0.47,-0.013,1
0.522,0.512,-0.01,0.502,0.488,-0.014,0
0.485,0.478,-0.007,0.537,0.522,-0.015,0
0.602,0.581,-0.021,0.424,0.419,-0.005,1
0.364,0.348,-0.016,0.661,0.652,-0.009,1
0.415,0.384,-0.031,0.609,0.616,0.007,0
0.457,0.431,-0.026,0.573,0.569,-0.004,1
0.706,0.668,-0.038,0.323,0.332,0.009,0
0.472,0.453,-0.019,0.55,0.547,-0.003,0
0.441,0.377,-0.064,0.587,0.623,0.036,1
0.631,0.593,-0.038,0.398,0.407,0.009,0
0.661,0.599,-0.062,0.364,0.401,0.037,0
0.667,0.641,-0.026,0.364,0.359,-0.005,0
0.621,0.636,0.015,0.41,0.364,-0.046,0
0.639,0.62,-0.019,0.389,0.38,-0.009,0
0.476,0.446,-0.03,0.556,0.554,-0.002,0
0.639,0.648,0.009,0.389,0.352,-0.037,0
0.345,0.344,-0.001,0.683,0.656,-0.027,1
0.558,0.537,-0.021,0.474,0.463,-0.011,0
0.655,0.641,-0.014,0.37,0.359,-0.011,0
0.677,0.672,-0.005,0.351,0.328,-0.023,0
0.412,0.434,0.022,0.62,0.566,-0.054,1
0.62,0.603,-0.017,0.412,0.397,-0.015,1
0.437,0.399,-0.038,0.59,0.601,0.011,0
0.631,0.633,0.002,0.398,0.367,-0.031,1
0.645,0.631,-0.014,0.382,0.369,-0.013,0
0.661,0.629,-0.032,0.364,0.371,0.007,0
0.606,0.58,-0.026,0.418,0.42,0.002,0
0.661,0.66,-0.001,0.364,0.34,-0.024,0
0.442,0.411,-0.031,0.585,0.589,0.004,1
0.588,0.579,-0.009,0.439,0.421,-0.018,0
0.595,0.64,0.045,0.431,0.36,-0.071,0
0.635,0.606,-0.029,0.394,0.394,0,0
0.351,0.339,-0.012,0.677,0.661,-0.016,1
0.618,0.623,0.005,0.413,0.377,-0.036,0
0.588,0.611,0.023,0.439,0.389,-0.05,0
0.638,0.65,0.012,0.391,0.35,-0.041,0
0.429,0.426,-0.003,0.597,0.574,-0.023,0
0.543,0.525,-0.018,0.478,0.475,-0.003,0
0.617,0.588,-0.029,0.415,0.412,-0.003,0
0.515,0.494,-0.021,0.51,0.506,-0.004,0
0.697,0.682,-0.015,0.328,0.318,-0.01,0
0.417,0.377,-0.04,0.615,0.623,0.008,1
0.762,0.687,-0.075,0.263,0.313,0.05,0
0.6,0.589,-0.011,0.426,0.411,-0.015,1
0.493,0.43,-0.063,0.531,0.57,0.039,0
0.417,0.434,0.017,0.615,0.566,-0.049,1
0.592,0.602,0.01,0.435,0.398,-0.037,0
0.723,0.704,-0.019,0.302,0.296,-0.006,1
0.583,0.579,-0.004,0.444,0.421,-0.023,0
0.493,0.45,-0.043,0.531,0.55,0.019,0
0.701,0.699,-0.002,0.328,0.301,-0.027,0
0.648,0.641,-0.007,0.379,0.359,-0.02,1
0.585,0.583,-0.002,0.442,0.417,-0.025,0
0.615,0.59,-0.025,0.417,0.41,-0.007,1
0.441,0.394,-0.047,0.587,0.606,0.019,0
0.478,0.437,-0.041,0.543,0.563,0.02,0
0.718,0.719,0.001,0.308,0.281,-0.027,1
0.588,0.57,-0.018,0.439,0.43,-0.009,0
0.417,0.413,-0.004,0.608,0.587,-0.021,0
0.522,0.496,-0.026,0.502,0.504,0.002,0
0.485,0.442,-0.043,0.537,0.558,0.021,1
0.59,0.58,-0.01,0.437,0.42,-0.017,1
0.417,0.438,0.021,0.615,0.562,-0.053,1
0.563,0.562,-0.001,0.467,0.438,-0.029,0
0.762,0.787,0.025,0.262,0.213,-0.049,0
0.567,0.532,-0.035,0.463,0.468,0.005,1
0.476,0.463,-0.013,0.545,0.537,-0.008,0
0.543,0.582,0.039,0.478,0.418,-0.06,1
0.661,0.666,0.005,0.364,0.334,-0.03,1
0.457,0.465,0.008,0.573,0.535,-0.038,0
0.644,0.682,0.038,0.383,0.318,-0.065,1
0.74,0.693,-0.047,0.286,0.307,0.021,0
0.444,0.39,-0.054,0.583,0.61,0.027,0
0.442,0.446,0.004,0.585,0.554,-0.031,0
0.63,0.655,0.025,0.4,0.345,-0.055,0
0.585,0.585,0,0.442,0.415,-0.027,0
0.554,0.556,0.002,0.467,0.444,-0.023,0
0.357,0.375,0.018,0.672,0.625,-0.047,1
0.558,0.566,0.008,0.474,0.434,-0.04,1
0.528,0.536,0.008,0.495,0.464,-0.031,0
0.351,0.366,0.015,0.677,0.634,-0.043,1
0.537,0.603,0.066,0.485,0.397,-0.088,0
0.391,0.365,-0.026,0.638,0.635,-0.003,1
0.649,0.661,0.012,0.377,0.339,-0.038,1
0.587,0.569,-0.018,0.441,0.431,-0.01,0
0.678,0.684,0.006,0.35,0.316,-0.034,0
0.661,0.651,-0.01,0.364,0.349,-0.015,1
0.498,0.492,-0.006,0.526,0.508,-0.018,1
0.537,0.555,0.018,0.485,0.445,-0.04,1
0.573,0.626,0.053,0.457,0.374,-0.083,1
0.512,0.491,-0.021,0.512,0.509,-0.003,1
0.614,0.542,-0.072,0.41,0.458,0.048,1
0.474,0.548,0.074,0.548,0.452,-0.096,0
0.535,0.474,-0.061,0.488,0.526,0.038,1
0.683,0.662,-0.021,0.345,0.338,-0.007,0
0.485,0.386,-0.099,0.537,0.614,0.077,1
0.512,0.493,-0.019,0.512,0.507,-0.005,1
0.38,0.592,0.212,0.647,0.408,-0.239,1
0.512,0.573,0.061,0.512,0.427,-0.085,1
0.728,0.674,-0.054,0.301,0.326,0.025,0
0.512,0.488,-0.024,0.512,0.512,0,0
0.621,0.583,-0.038,0.41,0.417,0.007,0
0.605,0.579,-0.026,0.42,0.421,0.001,0
0.531,0.514,-0.017,0.493,0.486,-0.007,1
0.457,0.439,-0.018,0.573,0.561,-0.012,1
0.565,0.521,-0.044,0.465,0.479,0.014,1
0.505,0.458,-0.047,0.519,0.542,0.023,1
0.472,0.471,-0.001,0.55,0.529,-0.021,0
0.512,0.502,-0.01,0.512,0.498,-0.014,1
0.351,0.371,0.02,0.677,0.629,-0.048,0
0.697,0.698,0.001,0.328,0.302,-0.026,0
0.483,0.54,0.057,0.539,0.46,-0.079,1
0.545,0.559,0.014,0.476,0.441,-0.035,1
0.583,0.593,0.01,0.444,0.407,-0.037,1
0.403,0.39,-0.013,0.627,0.61,-0.017,0
0.615,0.649,0.034,0.417,0.351,-0.066,1
0.655,0.67,0.015,0.37,0.33,-0.04,0
0.415,0.381,-0.034,0.617,0.619,0.002,0
0.573,0.571,-0.002,0.457,0.429,-0.028,1
0.672,0.639,-0.033,0.357,0.361,0.004,1
0.469,0.459,-0.01,0.552,0.541,-0.011,0
0.55,0.567,0.017,0.472,0.433,-0.039,1
0.502,0.505,0.003,0.522,0.495,-0.027,0
0.608,0.648,0.04,0.417,0.352,-0.065,1
0.364,0.373,0.009,0.661,0.627,-0.034,1
0.415,0.413,-0.002,0.617,0.587,-0.03,1
0.548,0.598,0.05,0.474,0.402,-0.072,0
0.697,0.679,-0.018,0.328,0.321,-0.007,0
0.571,0.616,0.045,0.459,0.384,-0.075,0
0.392,0.38,-0.012,0.636,0.62,-0.016,0
0.478,0.46,-0.018,0.543,0.54,-0.003,0
0.558,0.518,-0.04,0.474,0.482,0.008,0
0.472,0.475,0.003,0.55,0.525,-0.025,0
0.558,0.564,0.006,0.474,0.436,-0.038,0
0.598,0.621,0.023,0.427,0.379,-0.048,0
0.391,0.364,-0.027,0.638,0.636,-0.002,0
0.644,0.628,-0.016,0.383,0.372,-0.011,0
0.413,0.429,0.016,0.611,0.571,-0.04,0
0.537,0.551,0.014,0.485,0.449,-0.036,0
0.322,0.321,-0.001,0.707,0.679,-0.028,1
0.677,0.7,0.023,0.351,0.3,-0.051,1
0.634,0.544,-0.09,0.395,0.456,0.061,0
0.609,0.6,-0.009,0.415,0.4,-0.015,1
0.563,0.554,-0.009,0.467,0.446,-0.021,0
0.583,0.577,-0.006,0.444,0.423,-0.021,0
0.563,0.564,0.001,0.467,0.436,-0.031,0
0.573,0.602,0.029,0.457,0.398,-0.059,0
0.733,0.684,-0.049,0.294,0.316,0.022,0
0.617,0.586,-0.031,0.415,0.414,-0.001,1
0.412,0.318,-0.094,0.62,0.682,0.062,0
0.558,0.527,-0.031,0.474,0.473,-0.001,1
0.726,0.705,-0.021,0.303,0.295,-0.008,0
0.357,0.37,0.013,0.672,0.63,-0.042,0
0.493,0.524,0.031,0.531,0.476,-0.055,1
0.635,0.643,0.008,0.394,0.357,-0.037,0
0.502,0.511,0.009,0.522,0.489,-0.033,1
0.507,0.465,-0.042,0.517,0.535,0.018,0
0.541,0.553,0.012,0.481,0.447,-0.034,0
0.413,0.399,-0.014,0.611,0.601,-0.01,1
0.457,0.441,-0.016,0.573,0.559,-0.014,1
0.441,0.425,-0.016,0.587,0.575,-0.012,1
0.437,0.395,-0.042,0.59,0.605,0.015,1
0.63,0.603,-0.027,0.4,0.397,-0.003,1
0.753,0.75,-0.003,0.274,0.25,-0.024,0
0.465,0.472,0.007,0.565,0.528,-0.037,0
0.345,0.37,0.025,0.683,0.63,-0.053,1
0.661,0.652,-0.009,0.364,0.348,-0.016,0
0.376,0.403,0.027,0.65,0.597,-0.053,1
0.469,0.474,0.005,0.552,0.526,-0.026,0
0.585,0.556,-0.029,0.442,0.444,0.002,0
0.609,0.63,0.021,0.415,0.37,-0.045,0
0.51,0.483,-0.027,0.515,0.517,0.002,1
0.554,0.555,0.001,0.467,0.445,-0.022,1
0.457,0.451,-0.006,0.573,0.549,-0.024,0
0.459,0.458,-0.001,0.571,0.542,-0.029,1
0.427,0.443,0.016,0.598,0.557,-0.041,1
0.524,0.537,0.013,0.5,0.463,-0.037,0
0.364,0.349,-0.015,0.667,0.651,-0.016,0
0.598,0.588,-0.01,0.427,0.412,-0.015,1
0.461,0.452,-0.009,0.569,0.548,-0.021,1
0.701,0.674,-0.027,0.328,0.326,-0.002,0
0.635,0.642,0.007,0.394,0.358,-0.036,1
0.533,0.551,0.018,0.49,0.449,-0.041,1
0.463,0.438,-0.025,0.567,0.562,-0.005,1
0.552,0.535,-0.017,0.469,0.465,-0.004,1
0.602,0.606,0.004,0.424,0.394,-0.03,1
0.62,0.591,-0.029,0.412,0.409,-0.003,1
0.617,0.588,-0.029,0.415,0.412,-0.003,1
0.345,0.338,-0.007,0.683,0.662,-0.021,1
0.495,0.501,0.006,0.528,0.499,-0.029,0
0.417,0.42,0.003,0.608,0.58,-0.028,1
0.439,0.441,0.002,0.588,0.559,-0.029,1
0.444,0.382,-0.062,0.583,0.618,0.035,0
0.567,0.6,0.033,0.463,0.4,-0.063,0
0.541,0.553,0.012,0.481,0.447,-0.034,0
0.517,0.492,-0.025,0.507,0.508,0.001,0
0.441,0.455,0.014,0.587,0.545,-0.042,1
0.457,0.48,0.023,0.573,0.52,-0.053,0
0.753,0.761,0.008,0.274,0.239,-0.035,1
0.63,0.631,0.001,0.4,0.369,-0.031,0
0.672,0.6,-0.072,0.357,0.4,0.043,0
0.578,0.571,-0.007,0.45,0.429,-0.021,0
0.593,0.569,-0.024,0.433,0.431,-0.002,1
0.364,0.382,0.018,0.661,0.618,-0.043,0
0.573,0.562,-0.011,0.457,0.438,-0.019,1
0.537,0.42,-0.117,0.485,0.58,0.095,1
0.417,0.386,-0.031,0.608,0.614,0.006,1
0.488,0.521,0.033,0.535,0.479,-0.056,1
0.424,0.367,-0.057,0.602,0.633,0.031,1
0.552,0.543,-0.009,0.469,0.457,-0.012,0
0.556,0.56,0.004,0.476,0.44,-0.036,1
0.528,0.539,0.011,0.495,0.461,-0.034,0
0.62,0.635,0.015,0.412,0.365,-0.047,0
0.6,0.583,-0.017,0.426,0.417,-0.009,1
0.636,0.613,-0.023,0.392,0.387,-0.005,1
0.609,0.609,0,0.415,0.391,-0.024,1
0.621,0.599,-0.022,0.41,0.401,-0.009,1
0.63,0.619,-0.011,0.4,0.381,-0.019,1
0.543,0.554,0.011,0.478,0.446,-0.032,0
0.593,0.597,0.004,0.433,0.403,-0.03,1
0.465,0.416,-0.049,0.565,0.584,0.019,1
0.51,0.517,0.007,0.515,0.483,-0.032,0
0.457,0.421,-0.036,0.573,0.579,0.006,1
0.726,0.681,-0.045,0.303,0.319,0.016,1
0.649,0.639,-0.01,0.377,0.361,-0.016,0
0.498,0.504,0.006,0.526,0.496,-0.03,0
0.537,0.551,0.014,0.485,0.449,-0.036,1
0.435,0.413,-0.022,0.592,0.587,-0.005,1
0.565,0.552,-0.013,0.465,0.448,-0.017,0
0.588,0.555,-0.033,0.439,0.445,0.006,1
0.611,0.608,-0.003,0.413,0.392,-0.021,1
0.636,0.625,-0.011,0.392,0.375,-0.017,0
0.55,0.542,-0.008,0.472,0.458,-0.014,1
0.49,0.452,-0.038,0.533,0.548,0.015,1
0.631,0.647,0.016,0.398,0.353,-0.045,0
0.413,0.332,-0.081,0.611,0.668,0.057,1
0.398,0.386,-0.012,0.631,0.614,-0.017,1
0.55,0.56,0.01,0.472,0.44,-0.032,1
0.688,0.655,-0.033,0.339,0.345,0.006,1
0.339,0.368,0.029,0.688,0.632,-0.056,0
0.615,0.604,-0.011,0.417,0.396,-0.021,0
0.6,0.606,0.006,0.426,0.394,-0.032,1
0.441,0.444,0.003,0.587,0.556,-0.031,0
0.545,0.472,-0.073,0.476,0.528,0.052,1
0.561,0.536,-0.025,0.469,0.464,-0.005,0
0.598,0.619,0.021,0.427,0.381,-0.046,1
0.4,0.42,0.02,0.63,0.58,-0.05,1
0.62,0.599,-0.021,0.412,0.401,-0.011,0
0.442,0.417,-0.025,0.585,0.583,-0.002,0
0.478,0.464,-0.014,0.543,0.536,-0.007,1
0.303,0.32,0.017,0.726,0.68,-0.046,1
0.614,0.625,0.011,0.41,0.375,-0.035,0
0.442,0.418,-0.024,0.585,0.582,-0.003,1
0.535,0.517,-0.018,0.488,0.483,-0.005,0
0.515,0.491,-0.024,0.51,0.509,-0.001,0
0.634,0.642,0.008,0.395,0.358,-0.037,0
